Serial No,ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
8174,378133,Ruby Area,Kolkata,Krazzy For Icecream Sundae,400,2.9,80,Desserts,Ruby Area,75
8175,378401,Paschim Vihar,Delhi,Sunny Bakery,400,3.9,20,"Bakery,Desserts",Paschim Vihar,57
8176,378601,Navrangpura,Ahmedabad,Baskin Robbins,250,3.7,20,"Desserts,Ice Cream",C G Road,36
8177,378671,Alipore,Kolkata,Let'S Talk Momo,300,4.1,20,"Chinese,Fast Food",Alipore,64
8178,380230,Burrabazar,Kolkata,Break-Inn Cafe,250,2.9,80,Snacks  Beverages  Indian,Burrabazar,42
8179,380520,Basavanagudi,Bangalore,Yelneer Katte,130,3.4,20,Beverages,Basavanagudi,55
8180,381452,Indiranagar,Bangalore,Goli Vada Pav No .1,100,4.4,100,"Maharashtrian,North Indian,Fast Food,Street Food",1St Stage,47
8181,381476,Nsp,Delhi,Kuremal Kulfi,200,2.9,80,"Desserts,Indian",Nsp,46
8182,381559,Prahlad Nagar,Ahmedabad,Momo Master,300,4,20,Chinese,Prahlad Nagar,45
8183,381743,Lake Town,Kolkata,Sendha Namak,200,4.4,100,Healthy Food  Juices  Beverages  Snacks  Fast Food,Lake Town,83
8184,382302,Naranpura,Ahmedabad,Tasteilla Snacks,100,2.9,80,"Snacks,Fast Food",Naranpura,53
8185,382348,Kharkhana & Trimulgherry,Hyderabad,The Moringa,150,4.1,100,South Indian,Kharkhana & Trimulgherry,70
8186,382404,Indiranagar,Bangalore,Shanghai Social,300,2.9,80,Chinese,Indiranagar,70
8187,382460,Himayath Nagar,Hyderabad,Venkateshwara Fast Food,150,3.9,100,"Indian,Chinese,South Indian",Himayath Nagar,27
8188,382691,Camp,Pune,Gourmet Ice Cream Cakes By Baskin Robbins,250,2.9,80,"Desserts,Ice Cream,Bakery",Camp,36
8189,383657,Charminar,Hyderabad,Salasar Chat And Tiffin Centre,100,4.2,50,South Indian,Shamsheergunj,61
8190,383786,Kothrud,Pune,New Kalyan Bhel,150,4.4,100,"Chaat,Snacks,South Indian,Beverages",Kothrud,60
8191,384217,Scruz Bandra East,Mumbai,Gourmet Ice Cream Cakes By Baskin Robbins,350,2.9,80,"Desserts,Ice Cream,Bakery",Opposite Mumbai University Main Gate,33
8192,384612,Burrabazar,Kolkata,Baskin Robbins,250,4.5,100,"Desserts,Ice Cream",Kolkata Municipal Corporation,35
8193,384883,Nallakunta & Vidyanagar,Hyderabad,Radhe Family Dhaba,300,2.9,80,"Indian,Chinese",Nallakunta & Vidyanagar,41
8194,385368,Kalyani Nagar,Pune,Getawhey- Healthy Ice Cream,300,2.9,80,Ice Cream,Kalyani Nagar,51
8195,385379,Chembur,Mumbai,Bangalore Iyangar S Bakery,200,4.7,100,"Bakery,Desserts",Chembur,45
8196,385443,Shivaji Nagar,Pune,Kirti,400,4.6,20,"Indian,Beverages",Shivaji Nagar,37
8197,385466,Naranpura,Ahmedabad,Vaishnav Farali World,180,4.5,100,"Indian,Snacks",Naranpura,54
8198,385470,Warje,Pune,Warje Vadapav Center,100,2.9,80,"North Indian,Fast Food,Maharashtrian",Warje,66
8199,385585,Triplicane,Chennai,Aradhana,250,2.9,80,Indian,Royapettah,48
8200,385768,Indiranagar,Bangalore,Laali Da Dhaba,300,2.9,80,Indian,Indiranagar,66
8201,385808,Malleshwaram,Bangalore,Vallari Roti And Snacks Ghar,250,4.4,50,Indian,Malleshwaram,53
8202,386038,Dhanakawadi,Pune,Getawhey- Healthy Ice Cream,300,2.9,80,Ice Cream,Narhe,76
8203,386329,Perambur,Chennai,Snaack Master,200,2.9,80,"Continental,Snacks",Perambur,57
8204,386452,Vastrapur,Ahmedabad,Dilkhush Dabeli King,100,2.9,80,"Snacks,Fast Food",Opposite Satyam Mall,48
8205,386524,Burrabazar,Kolkata,Celebration,300,2.9,80,"Desserts,Bakery",Burrabazar,52
8206,386617,Powai,Mumbai,Jagnath Sweets And Dry Fruits,100,2.9,80,"Sweets,Snacks",Powai,58
8207,386721,Varachha,Surat,Juneberry Cheesecake,400,2.9,80,Fast Food,Varachha,60
8208,386983,Perambur,Chennai,Priya Veg Home Foods,150,4.3,20,Indian,Perambur,68
8209,387248,Charminar,Hyderabad,Mohammedi Confectioners,150,3.5,50,"Sweets,Snacks",Charminar,38
8210,387861,Scruz Bandra East,Mumbai,Ruchika Food Sweets And Snacks Corner,250,2.9,80,"Indian,Chinese,Snacks",Scruz Bandra East,39
8211,388268,Vikaspuri,Delhi,Aggarwal Sweets,200,3.8,100,"Snacks,Desserts",Janakpuri,74
8212,388314,Maninagar,Ahmedabad,Pjs Flavours Cafe,450,2.9,80,"Bakery,Desserts,Fast Food,Pizzas,Pastas,Beverages",Maninagar,46
8213,388668,Burrabazar,Kolkata,Ganguram-Lal Bazar,100,4.4,50,Indian  Chinese,Burrabazar,42
8214,389187,Piplod,Surat,Moonstruck Coffee,500,2.9,80,Beverages,Piplod,58
8215,389234,Lake Town,Kolkata,Vdesi Addicts,350,2.9,80,Pastas,Lake Town,82
8216,389482,Charminar,Hyderabad,Fancy Ice Cream,40,2.9,80,Ice Cream  Desserts,Charminar,44
8217,389725,Bibwewadi,Pune,55 Biryanis,300,2.9,80,Biryani,Bibwewadi,71
8218,390426,Athwa,Surat,Dalbati Hub,200,2.9,80,Rajasthani,Athwa,44
8219,390512,Naranpura,Ahmedabad,Priti'S Kitchen,200,2.9,80,Snacks,Naranpura,54
8220,390659,Somajiguda & Khairtabad,Hyderabad,Dostea,300,2.9,80,Beverages  Fast Food,Somajiguda & Khairtabad,56
8221,390780,T Nagar,Chennai,Cocoa & Creme,300,2.9,80,Bakery,T Nagar,79
8222,390792,Ameerpet,Hyderabad,Rayudu Juice Shop,120,4.8,50,Juices  Beverages  Ice Cream,Ameerpet,63
8223,390814,Shivaji Nagar,Pune,Icekraft,400,2.9,80,Desserts,Shivaji Nagar,38
8224,390912,Begumpet,Hyderabad,Ice Cream Corner,200,2.9,80,Indian,Prakash Nagar,72
8225,391229,Chembur,Mumbai,The Juice Box,299,4.5,20,"Juices,Beverages",Chembur,56
8226,391274,T Nagar,Chennai,Benaras,300,4.3,50,"Chaat,Snacks,Fast Food,Beverages",T Nagar,66
8227,391418,Marol Sakinaka,Mumbai,Chasity Cheesecake,350,2.9,80,"Desserts,Bakery",Marol Sakinaka,57
8228,391508,Sinhgad Road,Pune,Maljis Saiba Farsan Bhelpuri Center,200,2.9,80,"Fast Food,Snacks",Sinhgad Road,47
8229,391571,Rohini,Delhi,The Paratha Company,200,3.4,20,North Indian,Rohini,47
8230,391618,Salt Lake,Kolkata,Gupta Tea,150,4.2,500,"Snacks,Beverages,Indian",Shyambazar,39
8231,391672,Sarthana,Surat,Laxmi Dhosa Centre,250,2.9,80,"South Indian,Chinese,Fast Food",Sarthana,51
8232,391694,Frazer Town,Bangalore,Maheshwari Chaats Centre,99,2.9,80,"Chaat,Snacks",Frazer Town,49
8233,391698,Rohini,Delhi,Quick Tasty Bites,150,2.9,80,"Indian,Chinese,Pastas,Fast Food,Snacks",Rohini,39
8234,392108,Rajajinagar,Bangalore,Amul Ice-Cream Parlour,200,2.9,80,Ice Cream,Rajajinagar,51
8235,392159,Somajiguda & Khairtabad,Hyderabad,Mahalaxmi Tiffin Centre,250,4.4,20,"South Indian,Snacks",Aghapura,35
8236,392402,Kothrud,Pune,Mamta Dining Hall,260,2.9,80,Indian,Kothrud,49
8237,393310,Lake Town,Kolkata,Bika,200,3.7,100,"Indian,Chinese,Fast Food,Continental,Street Food,Sweets",Golaghata Road,66
8238,393326,Domlur,Bangalore,Sri Ganesha Fruit Juice Centre,100,2.9,80,"Juices,Beverages",Indiranagar,63
8239,393500,Himayath Nagar,Hyderabad,Mast Kalandar  The Kitchen,300,3.8,20,North Indian,Himayath Nagar,32
8240,393942,Nallakunta & Vidyanagar,Hyderabad,Inti Ruchi,200,4.2,50,Indian,Nallakunta & Vidyanagar,48
8241,394087,Charminar,Hyderabad,Italian Hub,250,2.9,80,"European,American,Chinese",Charminar,45
8242,394156,Prahlad Nagar,Ahmedabad,Gajananad Pauva House,300,4.2,50,"South Indian,Beverages",Prahlad Nagar,37
8243,394204,Basavanagudi,Bangalore,Friendly Neighbourhood Pizza-Man Vv Puram,260,2.9,80,Pizzas,Basavanagudi,47
8244,394247,Kilpauk,Chennai,Friends Food Court,250,4,20,"South Indian,North Indian,Chaat,Chinese,Juices,Beverages",Kilpauk,63
8245,394400,Chandkheda,Ahmedabad,Tasteez Food,100,4.2,20,Indian,Chandkheda,71
8246,394541,Perambur,Chennai,A Plus Tea,100,2.9,80,Beverages,Perambur,60
8247,395439,Adajan,Surat,Shree Kathiyawadi Khadki,250,4.3,1000,"Gujarati,Thalis,North Indian,Rajasthani,Desserts,Punjabi",Adajan,46
8248,395519,Himayath Nagar,Hyderabad,Wahh Chaap,300,4.1,500,"North Indian,Biryani",Himayath Nagar,31
8249,395830,Rajajinagar,Bangalore,Swagat Restaurant,350,4.1,20,"Indian,Beverages,Ice Cream",Rajajinagar,57
8250,395831,Prahlad Nagar,Ahmedabad,Jay Shree Krishna Fresh Fruit Juice Vegetable Juic,150,2.9,80,"Beverages,Juices",Prahlad Nagar,49
8251,395848,Himayath Nagar,Hyderabad,Vinayak Tiffins,100,2.9,80,South Indian,Himayath Nagar,33
8252,395927,Hatibagan,Kolkata,Nic Natural Ice Creams,120,4.8,500,"Ice Cream,Desserts",Arabinda Sarani,37
8253,395928,Hatibagan,Kolkata,Grameen Kulfi,120,4.6,100,"Ice Cream,Desserts",Arabinda Sarani,39
8254,395985,Kothrud,Pune,Sukhkarta Pure Veg Dining Hall,640,4.2,20,North Indian,Kothrud,54
8255,396077,Basavanagudi,Bangalore,Candy Cloud Factory,300,2.9,80,"Beverages,Desserts,Fast Food,Ice Cream",Basavanagudi,50
8256,396263,Ghatlodia,Ahmedabad,Masala Darbar Restaurant,250,2.9,80,"Indian,Chinese",Ghatlodia,51
8257,396275,Kothapet & Dilsukhnagar,Hyderabad,The Country Wok,400,3.5,100,"Chinese,Beverages",Kothapet & Dilsukhnagar,63
8258,396407,South Kolkata,Kolkata,Gopalas Pure Veg Multi-Cuisine Restaurant,300,4.4,50,Indian,South Kolkata,65
8259,396697,Adajan,Surat,Royal Schez,300,4.1,50,"Indian,Chinese,Fast Food,Thai,Chaat",Adajan,62
8260,396751,Shantinagar,Bangalore,Pure Veg Meals By Lunchbox,200,2.9,80,"North Indian,Desserts,Biryani",Residency Road,45
8261,396843,Jadavpur,Kolkata,The Cheesecake Factory,500,4.3,20,"Chinese,Desserts,Continental,Tibetan",Jadavpur,83
8262,396935,Kailash Plaza,Mumbai,Ice Cream Works,300,2.9,80,"Ice Cream,Desserts",Ghatkopar Vikhroli,52
8263,397022,Rajouri Garden,Delhi,Hira Lal Paan,200,4.3,50,"Paan,Beverages,Waffle",Rajouri Garden,74
8264,397171,Himayath Nagar,Hyderabad,Sunnys Chinese,350,3.5,20,Chinese,Himayath Nagar,31
8265,397397,Powai,Mumbai,Pawri Kitchen,400,4.5,100,"Indian,Continental,Pastas",Powai,61
8266,397492,Prahlad Nagar,Ahmedabad,Grab And Go,250,4.3,100,"Punjabi,Chinese,Continental",Vejalpur,44
8267,397744,Nsp,Delhi,Modern Caterers,300,4.2,1000,"North Indian,Chinese,Snacks,Beverages,Punjabi",Nsp,46
8268,397913,Maninagar,Ahmedabad,Baked By Nini S,200,2.9,80,"Bakery,Desserts",Maninagar,54
8269,397954,Rohini,Delhi,Cake All Time,200,2.9,80,"Bakery,Cafe",Rohini,56
8270,398030,Rajouri Garden,Delhi,Radha Swami Chaap Wala,300,2.9,80,"North Indian,Chinese,Tandoor",Rajouri Garden,76
8271,398062,Basavanagudi,Bangalore,Manchurian Corner,300,2.9,80,Chinese,Basavanagudi,53
8272,398070,Basavanagudi,Bangalore,Jain And Veg Cuisines,300,3.6,20,"Indian,Jain,Beverages,Chinese",Basavanagudi,47
8273,398747,Malleshwaram,Bangalore,Sri Sai Ram Chats And Juice Centre,200,4.1,100,"Chaat,Snacks",Malleshwaram,60
8274,399096,Mylapore,Chennai,Hotel Chaithra,100,4.2,50,"South Indian,Chinese",Mylapore,53
8275,399576,Kondhwa,Pune,Jyoti Restaurant,200,4.1,1000,"North Indian,South Indian,Beverages,Ice Cream,Chinese,Snacks",Kondhwa,62
8276,399910,Indiranagar,Bangalore,Ministry Of Ice Creams,350,2.9,80,"Ice Cream,Desserts,Beverages",Indiranagar,54
8277,400357,Annanagar,Chennai,Kolambu Box,300,2.9,80,"Indian,Street Food,European",Annanagar,62
8278,400587,Santoshnagar & Saidabad,Hyderabad,Anu Tiffin Center,150,3.9,20,South Indian,Santoshnagar & Saidabad,47
8279,400600,Matunga Wadala,Mumbai,The Batter Cake House,950,2.9,80,"Bakery,Desserts",Matunga Wadala,45
8280,400777,Rohini,Delhi,Tummy Full,150,2.9,80,Snacks,Rohini,30
8281,401051,Ameerpet,Hyderabad,Milap Pan Shop,100,4.5,20,Paan,Ameerpet,67
8282,401165,Kothapet & Dilsukhnagar,Hyderabad,Milkshakes Hub N More,300,2.9,80,Beverages,Kothapet & Dilsukhnagar,68
8283,401306,George Town,Chennai,Guna Bhai Dosa,200,2.9,80,Indian,George Town,45
8284,401571,Salt Lake,Kolkata,Starlight,350,2.9,80,Chinese  North Indian  Continental  Fast Food  Snacks,Salt Lake,72
8285,401645,Mogappair,Chennai,Havmor Havfunn,300,2.9,80,"Ice Cream,Indian",Mogappair,80
8286,402069,Nallakunta & Vidyanagar,Hyderabad,Juice It Up,150,2.9,80,Chaat  Beverages  Juices,Nallakunta & Vidyanagar,48
8287,402234,Naranpura,Ahmedabad,All In One  Food Point,250,2.9,80,"Snacks,Italian,Continental",Naranpura,52
8288,402283,Sinhgad Road,Pune,Krishna Bikaner And Dry Fruits,250,2.9,80,Sweets,Sinhgad Road,68
8289,402702,Athwa,Surat,Gourmet Ice Cream Cakes By Baskin Robbins,200,2.9,80,"Desserts,Ice Cream,Bakery",Ghodod Road,45
8290,402771,Salt Lake,Kolkata,Teekha,500,4.3,20,"Indian,Fast Food,Mexican,Continental,Beverages",Salt Lake,68
8291,403037,Royapuram,Chennai,Nic Natural Ice Creams,120,4.5,100,"Ice Cream,Desserts",Bc Press Road,52
8292,403038,Royapuram,Chennai,Grameen Kulfi,120,2.9,80,"Ice Cream,Desserts",Bc Press Road,52
